Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_2,Chrome 125.0.0.0,,,29-05-2024 20:41:19,29-05-2024 20:41:44,25.081s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Visual Testing - Copy - Copy - Copy,Chrome 125.0.0.0,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,29-05-2024 20:41:19,29-05-2024 20:41:44,24.708s,PASSED
"comment(""Story: Book an appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:41:20,29-05-2024 20:41:20,0.065s,PASSED
"comment(""Given that the user has logged into their account"")",Chrome 125.0.0.0,,,29-05-2024 20:41:20,29-05-2024 20:41:20,0.006s,PASSED
openBrowser(G_SiteURL),Chrome 125.0.0.0,,,29-05-2024 20:41:20,29-05-2024 20:41:28,7.559s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,29-05-2024 20:41:28,29-05-2024 20:41:28,0.060s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Login""), [""Username"":""John Doe"", ""Password"":""ThisIsNotAPassword""], STOP_ON_FAILURE)",Chrome 125.0.0.0,,,29-05-2024 20:41:28,29-05-2024 20:41:32,3.791s,PASSED
"comment(""And Appointment page is displayed"")",Chrome 125.0.0.0,,,29-05-2024 20:41:32,29-05-2024 20:41:32,0.005s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog Origin"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:41:32,29-05-2024 20:41:33,0.918s,PASSED
"selectOptionByLabel(findTestObject(""Page_CuraAppointment/lst_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 125.0.0.0,,,29-05-2024 20:41:33,29-05-2024 20:41:33,0.608s,PASSED
"takeElementScreenshotAsCheckpoint(""Facilty"", FacilityObject)",Chrome 125.0.0.0,,,29-05-2024 20:41:33,29-05-2024 20:41:34,0.619s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Medicaid""))",Chrome 125.0.0.0,,,29-05-2024 20:41:34,29-05-2024 20:41:34,0.358s,PASSED
"takeElementScreenshotAsCheckpoint(""Medicare"", MedicareChoicesObject)",Chrome 125.0.0.0,,,29-05-2024 20:41:34,29-05-2024 20:41:35,0.607s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Readmission""))",Chrome 125.0.0.0,,,29-05-2024 20:41:35,29-05-2024 20:41:35,0.343s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_VisitDate""), ""27/12/2016"")",Chrome 125.0.0.0,,,29-05-2024 20:41:35,29-05-2024 20:41:36,0.692s,PASSED
click(CommentLabelObject),Chrome 125.0.0.0,,,29-05-2024 20:41:36,29-05-2024 20:41:36,0.520s,PASSED
